wine_link,name,year,winery,rating,rating_qty,price,body,tannis,sweetness,acidity,notes,pairings,grapes,region,style,image
https://www.vivino.com/domaine-nico-grand-pere-pinot-noir/w/7604717?year=2022&price_id=38486410,Grand Père Pinot Noir,2022,Domaine Nico,4.3,86,31.95,38.03243500000001%,22.480974999999997%,10.3538025%,50.993232500000005%,"{'red fruit': 105, 'earthy': 66, 'oaky': 46, 'black fruit': 16, 'spices': 8, 'ageing': 3, 'citrus': 3, 'yeasty': 2, 'floral': 2, 'vegetal': 1, 'dried fruit': 1}","['beef', 'veal', 'poultry', 'game (deer, venison)']",['100%Pinot Noir'],"['Argentina', 'Mendoza']",Argentinian Pinot Noir,https://images.vivino.com/thumbs/nUmC2pTgS_Kq715gcAtUlQ_pb_x600.png
https://www.vivino.com/domaine-nico-le-paradis-pinot-noir/w/7807585?year=2016&price_id=38308349,Le Paradis Pinot Noir,2016,Domaine Nico,4.3,82,239.99,47.4892775%,29.580132499999998%,18.878107500000002%,56.88713750000001%,"{'red fruit': 2, 'oaky': 1}","['beef', 'veal', 'poultry', 'game (deer, venison)']",['100%Pinot Noir'],"['Argentina', 'Mendoza']",Argentinian Pinot Noir,https://images.vivino.com/thumbs/FK9g0Uv_TKiDpvhZg3sBlQ_pb_x600.png
https://www.vivino.com/domaine-nico-grand-mere-pinot-noir/w/7614708?year=2022&price_id=38130105,Grand Mère Pinot Noir,2022,Domaine Nico,4.3,76,40.50,38.1048125%,16.3990125%,13.096152499999999%,50.9571%,"{'red fruit': 77, 'oaky': 44, 'earthy': 44, 'spices': 19, 'black fruit': 13, 'yeasty': 4, 'vegetal': 3, 'floral': 3, 'citrus': 2, 'ageing': 1, 'dried fruit': 1}","['beef', 'veal', 'poultry', 'game (deer, venison)']",['Pinot Noir'],"['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Pinot Noir,https://images.vivino.com/thumbs/xg4BL5cPR42gIy8hopQT9Q_pb_x600.png
https://www.vivino.com/altar-uco-edad-media-blanco-valle-de-uco/w/5374268?year=2020&price_id=32677994,Edad Media Blanco,2020,Altar Uco,4.3,75,45.58,55.089412499999995%,,19.393920000000005%,46.29933%,"{'oaky': 29, 'tree fruit': 16, 'yeasty': 14, 'earthy': 11, 'ageing': 9, 'black fruit': 9, 'citrus': 8, 'red fruit': 4, 'vegetal': 2, 'tropical': 1, 'spices': 1}","['pork', 'shellfish', 'vegetarian', 'mature and hard cheese', 'lean fish', 'mild and soft cheese']","['Sauvignon Blanc', 'Chardonnay']","['Argentina', 'Mendoza', 'Uco Valley']",Argentinian White,https://images.vivino.com/thumbs/J5d0A6mtSDmvRlEvpd-E0A_pb_x600.png
https://www.vivino.com/otronia-iii-vi/w/8049165?year=2020&price_id=37202566,III & VI,2020,Otronia,4.3,59,123.78,55.22568750000001%,,10.772115%,49.7961575%,"{'earthy': 34, 'tree fruit': 34, 'oaky': 18, 'citrus': 9, 'vegetal': 7, 'ageing': 3, 'floral': 3, 'yeasty': 2, 'tropical': 2}","['pork', 'vegetarian', 'poultry', 'rich fish (salmon, tuna etc)']",['Chardonnay'],"['Argentina', 'Patagonia']",Argentinian Chardonnay,https://images.vivino.com/thumbs/wKLIYI5fTGShI3umow0lJQ_pb_x600.png
https://www.vivino.com/estancia-uspallata-igneo/w/10072431?year=2020&price_id=38071122,Igneo,2020,Estancia Uspallata,4.3,based,56.99,79.75%,56.70774999999999%,3.2042224999999984%,62.49999249999999%,"{'black fruit': 1, 'spices': 1, 'floral': 1}","['beef', 'lamb', 'poultry', 'pasta']","['Cabernet Franc', 'Malbec']","['Argentina', 'Mendoza']",Argentinian Bordeaux Blend,https://images.vivino.com/thumbs/dhRaN3MxSZ-OMdE_DLA6HA_150x200.jpg
https://www.vivino.com/vina-cobos-zingaretti-estate-villa-bastias-chardonnay/w/11147076?year=2021&price_id=33775834,Zingaretti Estate Villa Bastias Chardonnay,2021,Viña Cobos,4.3,54,81.89,59.4525625%,,23.817835000000006%,42.9563625%,{},"['pork', 'vegetarian', 'poultry', 'rich fish (salmon, tuna etc)']",['Chardonnay'],"['Argentina', 'Mendoza']",Argentinian Chardonnay,https://images.vivino.com/thumbs/sn4BOZLNRpi31lX0JXerTA_pb_x600.png
https://www.vivino.com/michelini-i-mufatto-convicciones-gualtallary/w/6620994?year=2019&price_id=34089518,Convicciones,2019,Michelini i Mufatto,4.3,46,62.50,56.68343250000001%,,25.569395%,46.815532499999996%,"{'earthy': 20, 'citrus': 19, 'oaky': 18, 'ageing': 13, 'tree fruit': 11, 'yeasty': 7, 'vegetal': 4, 'spices': 3, 'tropical': 3, 'floral': 2}","['pork', 'vegetarian', 'poultry', 'rich fish (salmon, tuna etc)']",['Chardonnay'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato', 'Gualtallary']",Argentinian Chardonnay,https://images.vivino.com/thumbs/swY37iAlQR2HwSCRrxZS-Q_pb_x600.png
https://www.vivino.com/chacra-treinta-y-dos-pinot-noir/w/1157825?year=2022&price_id=36507926,Treinta y Dos Pinot Noir,2022,Chacra,4.3,45,170,43.337014999999994%,15.921520000000001%,8.624175000000001%,48.62998%,"{'red fruit': 234, 'oaky': 145, 'earthy': 118, 'black fruit': 55, 'spices': 32, 'floral': 18, 'tree fruit': 9, 'ageing': 7, 'yeasty': 6, 'vegetal': 5, 'dried fruit': 3, 'citrus': 2}","['beef', 'veal', 'poultry', 'game (deer, venison)']",['100%Pinot Noir'],"['Argentina', 'Patagonia']",Argentinian Pinot Noir,https://images.vivino.com/thumbs/NCX_DYQbSJWYQguAXKwAEw_pb_x600.png
https://www.vivino.com/michelini-i-mufatto-certezas/w/6628010?year=2020&price_id=34089516,Certezas,2020,Michelini i Mufatto,4.3,43,60,45.06378%,,13.22194%,50.54422%,"{'earthy': 18, 'tree fruit': 14, 'ageing': 10, 'yeasty': 9, 'oaky': 4, 'dried fruit': 4, 'citrus': 4, 'spices': 4, 'vegetal': 2, 'tropical': 1, 'floral': 1}","['pork', 'shellfish', 'rich fish (salmon, tuna etc)', 'lean fish', ""goat's milk cheese""]",['Sémillon'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato']",Argentinian Sémillon White,https://images.vivino.com/thumbs/zbGsMaGoS3avIJUXR8W5wA_pb_x600.png
https://www.vivino.com/the-williamsburg-winery-reflective-malbec/w/8183026?year=2017&price_id=32156829,Reflective Malbec,2017,The Williamsburg Winery,4.3,37,41.99,67.838025%,26.096832499999998%,9.855632500000002%,43.6162%,"{'black fruit': 9, 'oaky': 5, 'earthy': 4, 'red fruit': 1}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/ynPnn8ZHTn29ncVH6uNsZw_150x200.jpg
https://www.vivino.com/antigal-one-la-dolores-single-vineyard-malbec/w/4525329?year=2019&price_id=36062616,ONE La Dolores Single Vineyard Malbec,2019,Antigal,4.3,37,58.33,68.0895625%,39.851200000000006%,16.8896225%,40.630435000000006%,"{'black fruit': 29, 'oaky': 22, 'dried fruit': 6, 'spices': 4, 'red fruit': 4, 'earthy': 4, 'yeasty': 3, 'floral': 1}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/9JrMJ0c1Q6eZ4LY6_XZ7Iw_pb_x600.png
https://www.vivino.com/michelini-i-mufatto-certezas/w/6628010?year=2021&price_id=35652681,Certezas,2021,Michelini i Mufatto,4.3,27,51,45.06378%,,13.22194%,50.54422%,"{'earthy': 18, 'tree fruit': 14, 'ageing': 10, 'yeasty': 9, 'oaky': 4, 'dried fruit': 4, 'citrus': 4, 'spices': 4, 'vegetal': 2, 'tropical': 1, 'floral': 1}","['pork', 'shellfish', 'rich fish (salmon, tuna etc)', 'lean fish', ""goat's milk cheese""]",['Chardonnay'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato']",Argentinian Sémillon White,https://images.vivino.com/thumbs/zbGsMaGoS3avIJUXR8W5wA_pb_x600.png
https://www.vivino.com/catena-alta-malbec/w/1870?year=2023&price_id=38151996,Malbec,2023,Catena Alta,4.2,based,69.99,65.740895%,27.722469999999994%,18.270945%,34.842400000000005%,"{'oaky': 2148, 'black fruit': 1878, 'earthy': 888, 'spices': 482, 'red fruit': 401, 'floral': 155, 'yeasty': 76, 'ageing': 44, 'dried fruit': 39, 'vegetal': 26, 'citrus': 15, 'tree fruit': 7, 'tropical': 5}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/sEcsaCEwQB6snXQXT42C8g_pb_x600.png
https://www.vivino.com/chacra-cincuenta-y-cinco-pinot-noir/w/1157826?year=2023&price_id=36386683,Cincuenta y Cinco Pinot Noir,2023,Chacra,4.2,based,65,40.895675000000004%,14.528279999999999%,7.075487500000001%,48.9604825%,"{'red fruit': 466, 'earthy': 219, 'oaky': 213, 'spices': 73, 'black fruit': 73, 'floral': 33, 'dried fruit': 17, 'yeasty': 14, 'citrus': 14, 'vegetal': 13, 'ageing': 7, 'tree fruit': 6, 'tropical': 3}","['beef', 'veal', 'poultry', 'game (deer, venison)']",['100%Pinot Noir'],"['Argentina', 'Patagonia']",Argentinian Pinot Noir,https://images.vivino.com/thumbs/1XXZ0UUjRUWMtsFEK2pCkA_pb_x600.png
https://www.vivino.com/el-enemigo-chardonnay/w/1272950?year=2019&price_id=38331939,Chardonnay,2019,El Enemigo,4.2,4238,23,58.053225%,,19.253665000000005%,39.56725%,"{'oaky': 2690, 'tree fruit': 1603, 'citrus': 1034, 'earthy': 750, 'yeasty': 609, 'tropical': 482, 'ageing': 271, 'vegetal': 212, 'floral': 88, 'spices': 85, 'black fruit': 18, 'red fruit': 7, 'dried fruit': 7}","['pork', 'vegetarian', 'poultry', 'rich fish (salmon, tuna etc)']",['100%Chardonnay'],"['Argentina', 'Mendoza']",Argentinian Chardonnay,https://images.vivino.com/thumbs/yiVgwCBHQbm5XlZ0W8INOA_pb_x600.png
https://www.vivino.com/el-enemigo-malbec/w/1674523?year=2020&price_id=38614350,Malbec,2020,El Enemigo,4.2,2856,38.49,64.949695%,35.286500000000004%,20.768479999999997%,34.926807499999995%,"{'oaky': 2397, 'black fruit': 2205, 'earthy': 939, 'red fruit': 554, 'spices': 465, 'floral': 128, 'dried fruit': 83, 'yeasty': 78, 'ageing': 56, 'citrus': 35, 'tree fruit': 34, 'vegetal': 28, 'tropical': 3}","['beef', 'lamb', 'pork']",['Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/S0m-9WKZRfKqjuvZbpy8Vg_pb_x600.png
https://www.vivino.com/lamadrid-malbec-single-vineyard-matilde/w/1801992?year=2019&price_id=38602254,Malbec Single Vineyard Matilde,2019,Lamadrid,4.2,based,108.75,67.725125%,38.5007425%,21.938357500000002%,39.17097999999999%,"{'oaky': 52, 'black fruit': 50, 'spices': 21, 'earthy': 13, 'red fruit': 6, 'dried fruit': 4, 'ageing': 1, 'yeasty': 1, 'citrus': 1, 'floral': 1}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Agrelo']",Argentinian Agrelo Malbec Red,https://images.vivino.com/thumbs/D5QeFG3qQzO-UCFT87FlZQ_pb_x600.png
https://www.vivino.com/el-enemigo-cabernet-franc/w/2342297?year=2020&price_id=36084217,Cabernet Franc,2020,El Enemigo,4.2,2696,26.99,53.055957500000005%,47.705185%,18.277732499999995%,72.32245750000001%,"{'oaky': 1952, 'black fruit': 1518, 'earthy': 854, 'red fruit': 656, 'spices': 625, 'floral': 105, 'vegetal': 97, 'yeasty': 70, 'dried fruit': 54, 'ageing': 44, 'citrus': 26, 'tree fruit': 19, 'tropical': 1}","['beef', 'lamb', 'pork', 'vegetarian', 'poultry', ""goat's milk cheese""]",['Cabernet Franc'],"['Argentina', 'Mendoza']",Argentinian Mendoza Cabernet Franc Red,https://images.vivino.com/thumbs/r87yUi-gTdeE0oy5uJYZiQ_pb_x600.png
https://www.vivino.com/zuccardi-jose-zuccardi-malbec/w/5565194?year=2016&price_id=34870883,José Zuccardi Malbec,2016,Zuccardi,4.2,2677,44.95,66.83108%,39.4826925%,15.69275%,39.58232999999999%,"{'black fruit': 534, 'oaky': 460, 'earthy': 251, 'spices': 101, 'red fruit': 101, 'floral': 24, 'dried fruit': 17, 'yeasty': 15, 'vegetal': 12, 'ageing': 8, 'citrus': 3, 'tree fruit': 3, 'tropical': 1}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/IzAjYFwSR5eSfMFVf7nRDg_pb_x600.png
https://www.vivino.com/pulenta-estate-malbec-i/w/1153457?year=2019&price_id=27226672,Malbec (I),2019,Pulenta Estate,4.2,2579,33.99,62.455712500000004%,32.8825875%,18.459445000000002%,34.64639%,"{'oaky': 333, 'black fruit': 267, 'red fruit': 159, 'earthy': 104, 'spices': 77, 'floral': 34, 'dried fruit': 11, 'yeasty': 9, 'vegetal': 6, 'ageing': 4, 'tree fruit': 4, 'citrus': 4}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/AJI966nuQUOtEy9HT4nMHg_pb_x600.png
https://www.vivino.com/pulenta-estate-malbec-i/w/1153457?year=2020&price_id=35787960,Malbec (I),2020,Pulenta Estate,4.2,2127,33.91,62.455712500000004%,32.8825875%,18.459445000000002%,34.64639%,"{'oaky': 333, 'black fruit': 267, 'red fruit': 159, 'earthy': 104, 'spices': 77, 'floral': 34, 'dried fruit': 11, 'yeasty': 9, 'vegetal': 6, 'ageing': 4, 'tree fruit': 4, 'citrus': 4}","['beef', 'lamb', 'pork']",['100%Pinot Noir'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/AJI966nuQUOtEy9HT4nMHg_pb_x600.png
https://www.vivino.com/luigi-bosca-de-sangre-malbec-lujan-de-cuyo/w/51934?year=2021&price_id=35296975,De Sangre Malbec,2021,Luigi Bosca,4.2,1965,29.25,64.35517%,31.9510675%,19.249599999999994%,35.449605000000005%,"{'oaky': 1211, 'black fruit': 1045, 'earthy': 507, 'red fruit': 412, 'spices': 242, 'floral': 81, 'yeasty': 50, 'dried fruit': 36, 'ageing': 31, 'vegetal': 22, 'tree fruit': 10, 'citrus': 8, 'tropical': 4}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Lujan de Cuyo']",Argentinian Lujan de Cuyo Malbec Red,https://images.vivino.com/thumbs/0ZRmLrAbSd2V4fdU1iNkow_pb_x600.png
https://www.vivino.com/salentein-numina-malbec/w/1783619?year=2020&price_id=34790277,Numina Malbec,2020,Salentein,4.2,1663,48.29,62.916902500000006%,38.852505%,25.567029999999995%,37.836625%,"{'oaky': 191, 'black fruit': 123, 'red fruit': 38, 'earthy': 32, 'spices': 21, 'ageing': 10, 'floral': 9, 'yeasty': 7, 'dried fruit': 7, 'citrus': 3, 'tree fruit': 1, 'vegetal': 1}","['beef', 'lamb']",['Malbec'],"['Argentina', 'Mendoza', 'Uco Valley']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/HiVnefGdSLea98kIYUTI0w_pb_x600.png
https://www.vivino.com/familia-belasco-swinto-old-vine-malbec/w/1226476?year=2012&price_id=15032992,Swinto Old Vine Malbec,2012,Belasco de Baquedano,4.2,1196,41.99,65.4540475%,35.993365%,24.96479%,33.873099999999994%,"{'oaky': 118, 'black fruit': 76, 'earthy': 43, 'red fruit': 25, 'spices': 17, 'ageing': 13, 'floral': 6, 'tree fruit': 5, 'dried fruit': 4, 'citrus': 4, 'yeasty': 2, 'vegetal': 1}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Lujan de Cuyo']",Argentinian Lujan de Cuyo Malbec Red,https://images.vivino.com/thumbs/jqRfR_6NTlqxmB6yoY4whw_pb_x600.png
https://www.vivino.com/catena-alta-malbec/w/1870?year=2020&price_id=34901226,Malbec,2020,Catena Alta,4.2,1129,57.74,65.740895%,27.722469999999994%,18.270945%,34.842400000000005%,"{'oaky': 2148, 'black fruit': 1878, 'earthy': 888, 'spices': 482, 'red fruit': 401, 'floral': 155, 'yeasty': 76, 'ageing': 44, 'dried fruit': 39, 'vegetal': 26, 'citrus': 15, 'tree fruit': 7, 'tropical': 5}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/sEcsaCEwQB6snXQXT42C8g_pb_x600.png
https://www.vivino.com/benmarco-expresivo/w/86732?year=2020&price_id=38602559,Expresivo,2020,BenMarco,4.2,1121,52.92,67.064285%,26.845417499999996%,18.6785625%,37.003415000000004%,"{'oaky': 559, 'black fruit': 525, 'earthy': 264, 'red fruit': 159, 'spices': 128, 'floral': 27, 'dried fruit': 16, 'yeasty': 15, 'ageing': 9, 'vegetal': 8, 'citrus': 7, 'tree fruit': 4}","['beef', 'lamb']",['100%Malbec'],"['Argentina', 'Mendoza', 'Uco Valley', 'Tupungato', 'Gualtallary']",Argentinian Uco Valley Malbec Red,https://images.vivino.com/thumbs/pTa2kZiDTS6mi1_jeG-RrQ_pb_x600.png
https://www.vivino.com/terrazas-de-los-andes-single-vineyard-las-compuertas-malbec/w/3478?year=2014&price_id=32896040,Single Vineyard Las Compuertas Malbec,2014,Terrazas de los Andes,4.2,1120,49.95,66.746475%,31.9401%,20.504985000000005%,34.917925000000004%,"{'oaky': 342, 'black fruit': 302, 'earthy': 141, 'spices': 79, 'red fruit': 71, 'dried fruit': 23, 'yeasty': 15, 'ageing': 14, 'floral': 12, 'vegetal': 7, 'tree fruit': 2, 'citrus': 2}","['beef', 'lamb', 'pork']",['100%Malbec'],"['Argentina', 'Mendoza', 'Las Compuertas']",Argentinian Mendoza Malbec Red,https://images.vivino.com/thumbs/NJnZPIM9RO-9fTemsK2A7Q_pb_x600.png
https://www.vivino.com/catena-alta-cabernet-sauvignon/w/6004174?year=2018&price_id=35057063,Cabernet Sauvignon,2018,Catena Alta,4.2,1100,58.99,66.171955%,54.000175%,10.291027500000002%,43.64277499999999%,"{'oaky': 533, 'black fruit': 466, 'earthy': 255, 'spices': 145, 'red fruit': 108, 'floral': 32, 'yeasty': 17, 'vegetal': 14, 'ageing': 9, 'dried fruit': 7, 'tree fruit': 5, 'citrus': 4, 'tropical': 3}","['beef', 'lamb', 'poultry']",['100%Cabernet Sauvignon'],"['Argentina', 'Mendoza']",Argentinian Cabernet Sauvignon,https://images.vivino.com/thumbs/QWG-i545Tbm2YUATJr3cFw_pb_x600.png
